1160000.0,79.0
1164000.0,78.5
1168000.0,78.6
1172000.0,78.5
1176000.0,78.5
1180000.0,78.8
1184000.0,78.5
1188000.0,78.6
1192000.0,78.5
1196000.0,78.0
1200000.0,78.1
1204000.0,78.2
1208000.0,78.6
1212000.0,78.2
1216000.0,78.0
1220000.0,78.6
1224000.0,78.2
1228000.0,78.3
1232000.0,78.4
1236000.0,78.8
1240000.0,78.4
1244000.0,78.6
1248000.0,78.2
1252000.0,78.0
1256000.0,78.4
1260000.0,78.1
1264000.0,78.5
1268000.0,78.1
1272000.0,78.1
1276000.0,78.2
1280000.0,78.1
1284000.0,78.6
1288000.0,78.1
1292000.0,78.1
1296000.0,78.1
1300000.0,78.5
1304000.0,78.4
1308000.0,78.3
1312000.0,77.9
1316000.0,78.3
1320000.0,78.2
1324000.0,78.4
1328000.0,78.0
1332000.0,78.7
1336000.0,78.5
1340000.0,78.1
1344000.0,78.1
1348000.0,78.3
1352000.0,78.1
1356000.0,78.2
1360000.0,78.3
1364000.0,78.1
1368000.0,78.2
1372000.0,78.3
1376000.0,78.2
1380000.0,78.5
1384000.0,78.5
1388000.0,77.9
1392000.0,78.5
1396000.0,78.7
1400000.0,78.0
1404000.0,78.6
1408000.0,78.0
1412000.0,78.5
1416000.0,78.2
1420000.0,78.3
1424000.0,78.3
1428000.0,78.2
1432000.0,78.0
1436000.0,78.5
1440000.0,78.2
1444000.0,78.4
1448000.0,78.4
1452000.0,78.2
1456000.0,78.2
1460000.0,78.8
1464000.0,78.2
1468000.0,78.0
1472000.0,78.2
1476000.0,78.3
1480000.0,78.2
1484000.0,78.3
1488000.0,78.6
1492000.0,78.2
1496000.0,78.4
1500000.0,78.2
1504000.0,78.1
1508000.0,78.1
1512000.0,78.8
1516000.0,78.3
1520000.0,78.1
1524000.0,78.3
1528000.0,78.0
1532000.0,78.2
1536000.0,78.1
1540000.0,80.8
1544000.0,81.4
1548000.0,78.4
1552000.0,78.2
1556000.0,78.0
1560000.0,78.0
1564000.0,78.6
1568000.0,77.9
1572000.0,78.0
1576000.0,78.3
1580000.0,78.4
1584000.0,77.8
1588000.0,78.2
1592000.0,78.2
1596000.0,78.2
1600000.0,78.6
1604000.0,78.2
1608000.0,78.2
1612000.0,78.2
1616000.0,78.5
1620000.0,78.2
1624000.0,78.2
1628000.0,77.9
1632000.0,78.2
1636000.0,78.0
1640000.0,78.5
1644000.0,77.9
1648000.0,78.7
1652000.0,77.9
1656000.0,78.3
1660000.0,78.1
1664000.0,78.7
1668000.0,78.8
1672000.0,78.1
1676000.0,78.0
1680000.0,78.2
1684000.0,78.1
1688000.0,78.4
1692000.0,78.7
1696000.0,78.3
1700000.0,78.0
1704000.0,78.4
1708000.0,78.4
1712000.0,78.4
1716000.0,78.3
1720000.0,77.8
1724000.0,78.3
1728000.0,78.2
1732000.0,77.8
1736000.0,77.7
1740000.0,78.4
1744000.0,78.4
1748000.0,77.9
1752000.0,78.1
1756000.0,78.2
1760000.0,78.4
1764000.0,78.1
1768000.0,78.4
1772000.0,78.0
1776000.0,78.1
1780000.0,78.3
1784000.0,78.1
1788000.0,78.2
1792000.0,78.3
1796000.0,78.3
1800000.0,77.9
1804000.0,78.1
1808000.0,78.4
1812000.0,78.1
1816000.0,78.0
1820000.0,78.0
1824000.0,78.1
1828000.0,78.2
1832000.0,78.0
1836000.0,78.2
1840000.0,78.3
1844000.0,78.4
1848000.0,77.8
1852000.0,78.0
1856000.0,78.0
1860000.0,78.0
1864000.0,78.3
1868000.0,78.5
1872000.0,78.3
1876000.0,78.2
1880000.0,78.0
1884000.0,78.1
1888000.0,77.8
1892000.0,78.3
1896000.0,78.4
1900000.0,77.9
1904000.0,78.0
1908000.0,78.1
1912000.0,77.9
1916000.0,78.1
1920000.0,78.2
1924000.0,78.3
1928000.0,78.3
1932000.0,77.8
1936000.0,78.2
1940000.0,78.0
1944000.0,78.1
1948000.0,78.2
1952000.0,78.1
1956000.0,78.5
1960000.0,78.2
1964000.0,78.2
1968000.0,78.0
1972000.0,78.3
1976000.0,78.1
1980000.0,78.1
1984000.0,78.3
1988000.0,78.3
1992000.0,78.1
1996000.0,78.5
2000000.0,78.2
