4000.0,73.7
8000.0,58.1
12000.0,53.3
16000.0,51.1
20000.0,51.9
24000.0,52.8
28000.0,50.9
32000.0,50.9
36000.0,51.1
40000.0,50.9
44000.0,52.0
48000.0,50.9
52000.0,51.5
56000.0,49.8
60000.0,50.5
64000.0,49.4
68000.0,50.1
72000.0,54.1
76000.0,50.2
80000.0,49.7
84000.0,50.2
88000.0,50.5
92000.0,51.0
96000.0,50.6
100000.0,50.7
104000.0,50.2
108000.0,52.8
112000.0,50.0
116000.0,50.5
120000.0,51.2
124000.0,50.2
128000.0,50.8
132000.0,50.7
136000.0,50.9
140000.0,50.4
144000.0,49.9
148000.0,51.2
152000.0,50.4
156000.0,50.1
160000.0,49.8
164000.0,50.2
168000.0,50.8
172000.0,50.3
176000.0,51.1
180000.0,50.1
184000.0,50.5
188000.0,51.0
192000.0,51.0
196000.0,50.0
200000.0,51.5
204000.0,49.9
208000.0,50.5
212000.0,50.4
216000.0,50.6
220000.0,50.1
224000.0,50.4
228000.0,51.3
232000.0,50.1
236000.0,50.9
240000.0,50.2
244000.0,49.8
248000.0,50.1
252000.0,51.5
256000.0,49.8
260000.0,50.4
264000.0,49.9
268000.0,51.4
272000.0,50.5
276000.0,53.4
280000.0,51.8
284000.0,51.6
288000.0,54.0
292000.0,50.5
296000.0,50.3
300000.0,51.0
304000.0,50.0
308000.0,52.6
312000.0,50.2
316000.0,50.4
320000.0,50.1
324000.0,52.2
328000.0,50.0
332000.0,50.5
336000.0,49.9
340000.0,50.8
344000.0,49.8
348000.0,51.6
352000.0,50.1
356000.0,50.4
360000.0,50.7
364000.0,50.7
368000.0,51.4
372000.0,50.1
376000.0,50.0
380000.0,50.2
384000.0,51.3
388000.0,50.2
392000.0,50.1
396000.0,50.3
400000.0,50.7
404000.0,49.5
408000.0,50.2
412000.0,51.1
416000.0,50.8
420000.0,68.6
424000.0,55.9
428000.0,50.9
432000.0,50.2
436000.0,50.6
440000.0,50.3
444000.0,49.9
448000.0,55.8
452000.0,49.8
456000.0,50.9
460000.0,50.2
464000.0,52.3
468000.0,50.1
472000.0,50.3
476000.0,50.2
480000.0,50.3
484000.0,49.6
488000.0,49.9
492000.0,49.9
496000.0,50.2
500000.0,49.4
504000.0,56.0
508000.0,56.0
512000.0,55.7
516000.0,55.9
520000.0,55.8
524000.0,55.7
528000.0,55.9
532000.0,55.7
536000.0,56.3
540000.0,56.3
544000.0,55.9
548000.0,55.7
552000.0,55.7
556000.0,55.7
560000.0,55.7
564000.0,56.0
568000.0,55.8
572000.0,55.9
576000.0,56.5
580000.0,56.0
584000.0,55.6
588000.0,55.9
592000.0,55.9
596000.0,55.9
600000.0,55.8
604000.0,56.0
608000.0,55.7
612000.0,56.2
616000.0,55.7
620000.0,55.6
624000.0,55.8
628000.0,55.8
632000.0,55.7
636000.0,55.8
640000.0,56.1
644000.0,55.7
648000.0,56.2
652000.0,55.9
656000.0,55.7
660000.0,55.8
664000.0,55.6
668000.0,55.7
672000.0,55.5
676000.0,55.6
680000.0,55.8
684000.0,55.8
688000.0,56.0
692000.0,55.7
696000.0,55.7
700000.0,56.0
704000.0,55.8
708000.0,55.9
712000.0,56.0
716000.0,55.9
720000.0,55.9
724000.0,55.8
728000.0,55.7
732000.0,56.0
736000.0,55.9
740000.0,56.0
744000.0,55.8
748000.0,55.9
752000.0,56.5
756000.0,55.7
760000.0,55.7
764000.0,56.1
768000.0,56.0
772000.0,55.7
776000.0,55.9
780000.0,55.9
784000.0,55.9
788000.0,56.1
792000.0,56.0
796000.0,55.7
800000.0,55.7
804000.0,55.7
808000.0,55.9
812000.0,56.8
816000.0,56.1
820000.0,55.9
824000.0,56.1
828000.0,55.7
832000.0,55.8
836000.0,55.7
840000.0,55.9
844000.0,55.8
848000.0,55.9
852000.0,55.7
856000.0,65.6
860000.0,56.3
864000.0,56.0
868000.0,55.7
872000.0,55.6
876000.0,55.7
880000.0,55.8
884000.0,55.7
888000.0,55.8
892000.0,55.7
896000.0,56.0
900000.0,56.0
904000.0,55.7
908000.0,55.8
912000.0,55.8
916000.0,56.1
920000.0,55.8
924000.0,56.0
928000.0,55.6
932000.0,56.0
936000.0,55.7
940000.0,55.7
944000.0,55.8
948000.0,56.0
952000.0,56.0
956000.0,55.7
960000.0,55.6
964000.0,55.8
968000.0,56.5
972000.0,55.8
976000.0,55.7
980000.0,55.8
984000.0,55.8
988000.0,55.9
992000.0,55.9
996000.0,55.9
1000000.0,55.8
1004000.0,78.8
1008000.0,78.8
1012000.0,78.9
1016000.0,78.5
1020000.0,78.5
1024000.0,79.0
1028000.0,78.6
1032000.0,78.8
1036000.0,78.7
1040000.0,78.8
1044000.0,78.7
1048000.0,79.2
1052000.0,78.8
1056000.0,79.0
1060000.0,78.7
1064000.0,78.8
1068000.0,78.9
1072000.0,78.6
1076000.0,78.5
1080000.0,79.8
1084000.0,80.0
1088000.0,78.5
1092000.0,78.7
1096000.0,78.4
1100000.0,78.6
1104000.0,78.5
1108000.0,78.6
1112000.0,78.4
1116000.0,78.6
1120000.0,78.3
1124000.0,78.6
1128000.0,78.5
1132000.0,79.0
1136000.0,78.2
1140000.0,78.4
1144000.0,78.4
1148000.0,78.7
1152000.0,78.6
1156000.0,78.9
